user_id,model_id,precision_at_k,recall_at_k,ndcg_at_k,hit_at_k
30209,C0_svd64,0.0,0.0,0.0,0.0
30228,C0_svd64,0.0,0.0,0.0,0.0
30260,C0_svd64,0.0,0.0,0.0,0.0
30298,C0_svd64,0.0,0.0,0.0,0.0
30407,C0_svd64,0.0,0.0,0.0,0.0
30435,C0_svd64,0.0,0.0,0.0,0.0
30471,C0_svd64,0.0,0.0,0.0,0.0
30503,C0_svd64,0.0,0.0,0.0,0.0
30640,C0_svd64,0.0,0.0,0.0,0.0
30911,C0_svd64,0.0,0.0,0.0,0.0
31083,C0_svd64,0.0,0.0,0.0,0.0
31316,C0_svd64,0.0,0.0,0.0,0.0
31364,C0_svd64,0.0,0.0,0.0,0.0
31436,C0_svd64,0.1,1.0,0.3010299956639812,1.0
31460,C0_svd64,0.0,0.0,0.0,0.0
31499,C0_svd64,0.0,0.0,0.0,0.0
31550,C0_svd64,0.0,0.0,0.0,0.0
31663,C0_svd64,0.0,0.0,0.0,0.0
31667,C0_svd64,0.0,0.0,0.0,0.0
31739,C0_svd64,0.0,0.0,0.0,0.0
31767,C0_svd64,0.0,0.0,0.0,0.0
31803,C0_svd64,0.0,0.0,0.0,0.0
31807,C0_svd64,0.0,0.0,0.0,0.0
31883,C0_svd64,0.1,1.0,0.3333333333333333,1.0
31914,C0_svd64,0.0,0.0,0.0,0.0
32211,C0_svd64,0.0,0.0,0.0,0.0
32315,C0_svd64,0.0,0.0,0.0,0.0
32411,C0_svd64,0.0,0.0,0.0,0.0
32519,C0_svd64,0.0,0.0,0.0,0.0
32581,C0_svd64,0.0,0.0,0.0,0.0
32673,C0_svd64,0.0,0.0,0.0,0.0
32724,C0_svd64,0.0,0.0,0.0,0.0
32767,C0_svd64,0.0,0.0,0.0,0.0
32769,C0_svd64,0.0,0.0,0.0,0.0
32907,C0_svd64,0.0,0.0,0.0,0.0
33081,C0_svd64,0.0,0.0,0.0,0.0
33123,C0_svd64,0.0,0.0,0.0,0.0
33159,C0_svd64,0.0,0.0,0.0,0.0
33188,C0_svd64,0.0,0.0,0.0,0.0
33244,C0_svd64,0.1,1.0,0.43067655807339306,1.0
33270,C0_svd64,0.0,0.0,0.0,0.0
33588,C0_svd64,0.0,0.0,0.0,0.0
33722,C0_svd64,0.1,1.0,0.31546487678572877,1.0
33735,C0_svd64,0.0,0.0,0.0,0.0
33823,C0_svd64,0.0,0.0,0.0,0.0
33875,C0_svd64,0.0,0.0,0.0,0.0
33902,C0_svd64,0.0,0.0,0.0,0.0
34025,C0_svd64,0.0,0.0,0.0,0.0
34094,C0_svd64,0.0,0.0,0.0,0.0
34122,C0_svd64,0.0,0.0,0.0,0.0
34206,C0_svd64,0.0,0.0,0.0,0.0
34272,C0_svd64,0.0,0.0,0.0,0.0
34280,C0_svd64,0.0,0.0,0.0,0.0
34357,C0_svd64,0.0,0.0,0.0,0.0
34363,C0_svd64,0.0,0.0,0.0,0.0
34384,C0_svd64,0.0,0.0,0.0,0.0
34645,C0_svd64,0.0,0.0,0.0,0.0
34663,C0_svd64,0.0,0.0,0.0,0.0
34879,C0_svd64,0.0,0.0,0.0,0.0
34930,C0_svd64,0.0,0.0,0.0,0.0
34986,C0_svd64,0.0,0.0,0.0,0.0
35093,C0_svd64,0.0,0.0,0.0,0.0
35106,C0_svd64,0.0,0.0,0.0,0.0
35193,C0_svd64,0.0,0.0,0.0,0.0
35268,C0_svd64,0.0,0.0,0.0,0.0
35594,C0_svd64,0.0,0.0,0.0,0.0
35635,C0_svd64,0.0,0.0,0.0,0.0
35659,C0_svd64,0.0,0.0,0.0,0.0
35701,C0_svd64,0.0,0.0,0.0,0.0
35718,C0_svd64,0.0,0.0,0.0,0.0
35729,C0_svd64,0.0,0.0,0.0,0.0
35751,C0_svd64,0.0,0.0,0.0,0.0
35848,C0_svd64,0.0,0.0,0.0,0.0
35918,C0_svd64,0.0,0.0,0.0,0.0
35959,C0_svd64,0.0,0.0,0.0,0.0
35965,C0_svd64,0.0,0.0,0.0,0.0
36025,C0_svd64,0.0,0.0,0.0,0.0
36079,C0_svd64,0.0,0.0,0.0,0.0
36127,C0_svd64,0.0,0.0,0.0,0.0
36187,C0_svd64,0.0,0.0,0.0,0.0
36288,C0_svd64,0.0,0.0,0.0,0.0
36344,C0_svd64,0.0,0.0,0.0,0.0
36690,C0_svd64,0.0,0.0,0.0,0.0
36713,C0_svd64,0.0,0.0,0.0,0.0
36738,C0_svd64,0.0,0.0,0.0,0.0
36739,C0_svd64,0.0,0.0,0.0,0.0
36748,C0_svd64,0.0,0.0,0.0,0.0
36777,C0_svd64,0.0,0.0,0.0,0.0
36803,C0_svd64,0.0,0.0,0.0,0.0
36810,C0_svd64,0.0,0.0,0.0,0.0
36944,C0_svd64,0.0,0.0,0.0,0.0
36949,C0_svd64,0.0,0.0,0.0,0.0
37022,C0_svd64,0.0,0.0,0.0,0.0
37026,C0_svd64,0.0,0.0,0.0,0.0
37036,C0_svd64,0.0,0.0,0.0,0.0
37106,C0_svd64,0.0,0.0,0.0,0.0
37107,C0_svd64,0.0,0.0,0.0,0.0
37138,C0_svd64,0.0,0.0,0.0,0.0
37183,C0_svd64,0.0,0.0,0.0,0.0
37229,C0_svd64,0.0,0.0,0.0,0.0
37305,C0_svd64,0.0,0.0,0.0,0.0
37331,C0_svd64,0.0,0.0,0.0,0.0
37373,C0_svd64,0.0,0.0,0.0,0.0
37449,C0_svd64,0.0,0.0,0.0,0.0
37463,C0_svd64,0.0,0.0,0.0,0.0
37471,C0_svd64,0.0,0.0,0.0,0.0
37508,C0_svd64,0.0,0.0,0.0,0.0
37688,C0_svd64,0.0,0.0,0.0,0.0
37713,C0_svd64,0.0,0.0,0.0,0.0
37721,C0_svd64,0.0,0.0,0.0,0.0
37722,C0_svd64,0.0,0.0,0.0,0.0
37758,C0_svd64,0.0,0.0,0.0,0.0
37820,C0_svd64,0.0,0.0,0.0,0.0
37862,C0_svd64,0.0,0.0,0.0,0.0
37868,C0_svd64,0.0,0.0,0.0,0.0
37873,C0_svd64,0.0,0.0,0.0,0.0
37886,C0_svd64,0.0,0.0,0.0,0.0
37909,C0_svd64,0.0,0.0,0.0,0.0
37947,C0_svd64,0.0,0.0,0.0,0.0
37950,C0_svd64,0.0,0.0,0.0,0.0
38024,C0_svd64,0.0,0.0,0.0,0.0
38182,C0_svd64,0.0,0.0,0.0,0.0
38185,C0_svd64,0.0,0.0,0.0,0.0
38186,C0_svd64,0.0,0.0,0.0,0.0
38257,C0_svd64,0.0,0.0,0.0,0.0
38260,C0_svd64,0.0,0.0,0.0,0.0
38273,C0_svd64,0.0,0.0,0.0,0.0
38281,C0_svd64,0.1,1.0,0.3333333333333333,1.0
38285,C0_svd64,0.0,0.0,0.0,0.0
38418,C0_svd64,0.0,0.0,0.0,0.0
38513,C0_svd64,0.0,0.0,0.0,0.0
38574,C0_svd64,0.1,1.0,0.2890648263178879,1.0
38643,C0_svd64,0.0,0.0,0.0,0.0
38730,C0_svd64,0.0,0.0,0.0,0.0
38745,C0_svd64,0.0,0.0,0.0,0.0
38796,C0_svd64,0.0,0.0,0.0,0.0
38810,C0_svd64,0.0,0.0,0.0,0.0
38865,C0_svd64,0.0,0.0,0.0,0.0
38937,C0_svd64,0.0,0.0,0.0,0.0
38971,C0_svd64,0.0,0.0,0.0,0.0
39080,C0_svd64,0.0,0.0,0.0,0.0
39116,C0_svd64,0.0,0.0,0.0,0.0
39261,C0_svd64,0.0,0.0,0.0,0.0
39277,C0_svd64,0.0,0.0,0.0,0.0
39311,C0_svd64,0.0,0.0,0.0,0.0
39329,C0_svd64,0.0,0.0,0.0,0.0
39347,C0_svd64,0.0,0.0,0.0,0.0
39394,C0_svd64,0.0,0.0,0.0,0.0
39404,C0_svd64,0.0,0.0,0.0,0.0
39420,C0_svd64,0.0,0.0,0.0,0.0
39547,C0_svd64,0.0,0.0,0.0,0.0
39568,C0_svd64,0.0,0.0,0.0,0.0
39636,C0_svd64,0.0,0.0,0.0,0.0
39664,C0_svd64,0.0,0.0,0.0,0.0
39674,C0_svd64,0.0,0.0,0.0,0.0
39713,C0_svd64,0.0,0.0,0.0,0.0
39733,C0_svd64,0.0,0.0,0.0,0.0
39754,C0_svd64,0.0,0.0,0.0,0.0
39762,C0_svd64,0.0,0.0,0.0,0.0
39782,C0_svd64,0.0,0.0,0.0,0.0
39907,C0_svd64,0.0,0.0,0.0,0.0
39949,C0_svd64,0.0,0.0,0.0,0.0
39992,C0_svd64,0.0,0.0,0.0,0.0
40135,C0_svd64,0.1,1.0,0.38685280723454163,1.0
40152,C0_svd64,0.0,0.0,0.0,0.0
40211,C0_svd64,0.0,0.0,0.0,0.0
40328,C0_svd64,0.0,0.0,0.0,0.0
40377,C0_svd64,0.0,0.0,0.0,0.0
40432,C0_svd64,0.0,0.0,0.0,0.0
40495,C0_svd64,0.0,0.0,0.0,0.0
40525,C0_svd64,0.0,0.0,0.0,0.0
40560,C0_svd64,0.0,0.0,0.0,0.0
40586,C0_svd64,0.0,0.0,0.0,0.0
40600,C0_svd64,0.0,0.0,0.0,0.0
40620,C0_svd64,0.0,0.0,0.0,0.0
40776,C0_svd64,0.0,0.0,0.0,0.0
40779,C0_svd64,0.0,0.0,0.0,0.0
40797,C0_svd64,0.0,0.0,0.0,0.0
40854,C0_svd64,0.0,0.0,0.0,0.0
40924,C0_svd64,0.0,0.0,0.0,0.0
40939,C0_svd64,0.0,0.0,0.0,0.0
40984,C0_svd64,0.0,0.0,0.0,0.0
41188,C0_svd64,0.0,0.0,0.0,0.0
41218,C0_svd64,0.0,0.0,0.0,0.0
41228,C0_svd64,0.0,0.0,0.0,0.0
41292,C0_svd64,0.0,0.0,0.0,0.0
41296,C0_svd64,0.1,1.0,1.0,1.0
41379,C0_svd64,0.0,0.0,0.0,0.0
41468,C0_svd64,0.0,0.0,0.0,0.0
41487,C0_svd64,0.0,0.0,0.0,0.0
41490,C0_svd64,0.0,0.0,0.0,0.0
41503,C0_svd64,0.0,0.0,0.0,0.0
41509,C0_svd64,0.0,0.0,0.0,0.0
41525,C0_svd64,0.0,0.0,0.0,0.0
41531,C0_svd64,0.0,0.0,0.0,0.0
41540,C0_svd64,0.0,0.0,0.0,0.0
41550,C0_svd64,0.0,0.0,0.0,0.0
41560,C0_svd64,0.0,0.0,0.0,0.0
41564,C0_svd64,0.0,0.0,0.0,0.0
41706,C0_svd64,0.0,0.0,0.0,0.0
41738,C0_svd64,0.0,0.0,0.0,0.0
41767,C0_svd64,0.0,0.0,0.0,0.0
41874,C0_svd64,0.0,0.0,0.0,0.0
41879,C0_svd64,0.0,0.0,0.0,0.0
41888,C0_svd64,0.0,0.0,0.0,0.0
41894,C0_svd64,0.0,0.0,0.0,0.0
41912,C0_svd64,0.0,0.0,0.0,0.0
42062,C0_svd64,0.0,0.0,0.0,0.0
42147,C0_svd64,0.0,0.0,0.0,0.0
42217,C0_svd64,0.0,0.0,0.0,0.0
42247,C0_svd64,0.0,0.0,0.0,0.0
42309,C0_svd64,0.0,0.0,0.0,0.0
42337,C0_svd64,0.0,0.0,0.0,0.0
42340,C0_svd64,0.0,0.0,0.0,0.0
42361,C0_svd64,0.0,0.0,0.0,0.0
42366,C0_svd64,0.0,0.0,0.0,0.0
42413,C0_svd64,0.0,0.0,0.0,0.0
42429,C0_svd64,0.0,0.0,0.0,0.0
42470,C0_svd64,0.0,0.0,0.0,0.0
42494,C0_svd64,0.0,0.0,0.0,0.0
42504,C0_svd64,0.1,1.0,0.6309297535714575,1.0
42559,C0_svd64,0.0,0.0,0.0,0.0
42586,C0_svd64,0.0,0.0,0.0,0.0
42720,C0_svd64,0.0,0.0,0.0,0.0
42822,C0_svd64,0.0,0.0,0.0,0.0
42843,C0_svd64,0.0,0.0,0.0,0.0
42848,C0_svd64,0.0,0.0,0.0,0.0
42879,C0_svd64,0.0,0.0,0.0,0.0
42895,C0_svd64,0.0,0.0,0.0,0.0
42900,C0_svd64,0.0,0.0,0.0,0.0
42938,C0_svd64,0.0,0.0,0.0,0.0
